State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)	T New Gain (Nm)	U Theory Old
4	45.925	-0.0486	-0.2012	0.0086	0.363	5	4.6951	16	3.763	0.1883	-0.4894	0.2282	-0.2012	-0.0023	0.363		
4	45.935	-0.0475	-0.1861	-0.0104	0.8894	5	4.7037	16	7.0393	0.1828	-0.5558	0.4809	-0.1861	-0.0294	0.8894		
4	45.948	-0.0456	-0.107	0.2132	3.2215	5	4.7037	8.8986	10.2508	0.1762	-0.5362	-0.072	-0.107	-0.0271	3.2215		
4	45.961	-0.044	-0.0494	0.2181	4.4121	5	4.7122	-4.897	10.4455	0.1681	-0.6175	-0.5442	-0.0494	0.1568	4.4121		
4	45.971	-0.0416	-0.0115	0.3287	4.1873	5	4.6866	-5.6136	7.234	0.1607	-0.7625	-0.0462	-0.0115	0.3077	4.1873		
4	45.983	-0.0386	-0.0136	0.3612	2.2164	5	4.7122	3.7849	3.8603	0.1514	-0.7382	-0.0462	-0.0136	0.3518	2.2164		
4	45.995	-0.0361	-0.037	0.2808	0.1279	5	4.6951	12.3555	2.5303	0.1441	-0.6031	-0.0462	-0.037	0.271	0.1279		
4	46.006	-0.0343	-0.0585	0.1983	-0.9518	5	4.7122	16	3.5683	0.1372	-0.6334	-0.0462	-0.0585	0.2111	-0.9518		
4	46.018	-0.032	-0.0433	0.305	0.4624	5	4.7122	13.9173	6.6825	0.1306	-0.5057	-0.0462	-0.0433	0.1108	0.4624		
4	46.03	-0.03	0.0024	0.0987	2.3306	5	4.7293	-9.2827	10.8996	0.1266	-0.28	-0.0462	0.0024	0.0258	2.3306		
4	46.042	-0.0279	0.0594	0.171	3.8997	5	4.7122	-16	7.8828	0.125	-0.11	-0.0462	0.0594	0.1388	3.8997		
4	46.055	-0.0248	0.0885	0.3586	3.5197	5	4.7122	-16	4.6388	0.1238	-0.0825	-0.4097	0.0885	0.3402	3.5197		
4	46.065	-0.0222	0.0727	0.3753	1.2406	5	4.7037	-4.483	1.3625	0.1238	0.0217	-0.033	0.0727	0.3859	1.2406		
4	46.078	-0.0192	-0.0188	0.0618	-2.9582	5	4.7293	13.4754	-2.0112	0.1255	0.1893	-0.148	-0.0188	0.3539	-2.9582		
4	46.09	-0.0166	-0.0627	0.1776	-3.6561	5	4.7293	16	-0.3893	0.129	0.2808	-0.1458	-0.0627	0.2267	-3.6561		
4	46.101	-0.0148	-0.0788	0.1957	-2.7661	5	4.7208	16	2.9195	0.133	0.3739	-0.2163	-0.0788	0.202	-2.7661		
4	46.113	-0.0122	-0.0618	0.1325	-0.7612	5	4.7122	16	6.1635	0.1382	0.4436	0.1704	-0.0618	0.1336	-0.7612		
4	46.123	-0.01	-0.0258	0.1024	1.2427	5	4.7208	2.8348	9.4723	0.1428	0.4527	0.0468	-0.0258	0.0801	1.2427		
4	46.135	-0.0078	0.0245	0.1767	2.9833	5	4.7122	-8.6677	9.6994	0.1481	0.4301	0.2255	0.0245	0.1425	2.9833		
4	46.148	-0.0037	0.0621	0.0777	1.8567	5	4.6866	-14.7473	6.6176	0.1518	0.2363	0.2255	0.0621	0.3257	1.8567		
4	46.158	-0.0004	0.0291	-0.0497	-0.5	5	4.6951	-5.4592	3.3413	0.1533	0.1568	0.2255	0.0291	0.3216	-0.5		
4	46.17	0.0026	-0.0112	0.1194	-2.1412	5	4.7037	15.2616	-0.0973	0.1556	0.2045	0.2255	-0.0112	0.182	-2.1412		
4	46.182	0.0041	-0.0442	-0.0551	-2.7085	5	4.6866	15.7955	2.2059	0.1583	0.2071	0.2255	-0.0442	-0.023	-2.7085		
4	46.195	0.0025	-0.0458	-0.1996	-1.5955	5	4.6866	5.4732	5.3849	0.1608	0.1913	-0.0873	-0.0458	-0.1889	-1.5955		
4	46.205	0.0006	-0.0139	-0.1816	0.5527	5	4.6695	-7.4681	7.2015	0.1627	0.1946	-0.1219	-0.0139	-0.1891	0.5527		
4	46.217	-0.0016	0.1009	0.083	4.3012	5	4.7037	-16	4.6388	0.1652	0.2132	0.2804	0.1009	-0.1743	4.3012		
4	46.227	-0.0032	0.1324	-0.1679	3.8452	5	4.678	-16	1.5246	0.1668	0.1566	-0.5559	0.1324	-0.1358	3.8452		
4	46.238	-0.0042	0.1206	-0.4462	1.5948	5	4.7037	-16	-1.7517	0.1683	0.1465	-0.3078	0.1206	-0.1248	1.5948		
4	46.25	-0.0061	0.0845	-0.2381	-0.7891	5	4.7037	-16	-5.0281	0.1703	0.1533	0.1312	0.0845	-0.1576	-0.7891		
4	46.262	-0.0081	0.0373	-0.2874	-2.6164	5	4.6866	-10.7463	-11.6782	0.1726	0.2147	0.1055	0.0373	-0.2667	-2.6164		
4	46.274	-0.0112	-0.0055	-0.3623	-3.3994	5	4.6695	-4.3013	-11.224	0.1767	0.379	0.1055	-0.0055	-0.3409	-3.3994		
4	46.288	-0.0167	-0.0206	-0.1469	-1.2794	5	4.7037	-0.7995	-8.9857	0.1833	0.4925	0.1055	-0.0206	-0.3897	-1.2794		
4	46.3	-0.0213	0.0003	-0.3359	0.2624	5	4.7037	-16	-5.8066	0.1899	0.561	0.1055	0.0003	-0.3959	0.2624		
4	46.312	-0.0257	0.0176	-0.2832	0.973	5	4.7122	-16	-8.045	0.1976	0.6642	0.1055	0.0176	-0.314	0.973		
4	46.324	-0.0284	0.0148	-0.2176	0.4424	5	4.678	-16	-11.3538	0.2053	0.6219	0.1775	0.0148	-0.2291	0.4424		
4	46.338	-0.0297	-0.0685	-0.4234	-3.0845	5	4.6695	-0.2034	-14.4679	0.2132	0.5417	-0.0853	-0.0685	-0.084	-3.0845		
4	46.348	-0.0299	-0.137	-0.3625	-4.8227	5	4.7037	16	-14.5653	0.2179	0.4555	-0.2775	-0.137	-0.0509	-4.8227		
4	46.422	-0.0304	-0.137	-0.1122	-4.8227	5	4.6866	16	-11.516	0.2192	0.4479	-0.2775	-0.137	-0.0114	-4.8227		
4	46.434	-0.0475	-0.0282	-0.156	2.1158	5	4.6951	-16	14.5977	0.1969	-0.5238	0.0494	-0.0282	-0.1674	2.1158		
4	46.445	-0.0499	-0.0055	-0.1376	2.1764	5	4.6866	-16	11.516	0.1898	-0.6563	0.0926	-0.0055	-0.1482	2.1764		
4	46.457	-0.0507	0.0215	-0.2684	1.5027	5	4.6695	-16	8.272	0.1813	-0.7055	0.2981	0.0215	-0.2008	1.5027		
4	46.467	-0.0518	0.0221	-0.2858	0.8352	5	4.678	-16	4.9957	0.1744	-0.6772	0.0659	0.0221	-0.1929	0.8352		
4	46.479	-0.0543	0.0218	-0.2327	0.4379	5	4.6609	-16	1.7517	0.167	-0.6044	0.3729	0.0218	-0.1702	0.4379		
4	46.49	-0.0567	0.0209	-0.2185	0.1906	5	4.6951	-16	-1.5246	0.1616	-0.4813	-0.0693	0.0209	-0.2219	0.1906		
4	46.502	-0.0601	0.017	-0.3388	-0.0758	5	4.678	-16	-7.9801	0.157	-0.3515	-0.0693	0.017	-0.3478	-0.0758		
4	46.514	-0.0647	0.0109	-0.3733	-0.303	5	4.6866	-16	-11.2564	0.155	-0.1088	-0.0693	0.0109	-0.3778	-0.303		
4	46.526	-0.0688	-0.0052	-0.2726	-0.8809	5	4.6609	-16	-14.4355	0.1555	0.0816	-0.0693	-0.0052	-0.2724	-0.8809		
4	46.539	-0.0721	-0.0852	-0.2019	-3.2273	5	4.6695	6.0655	-15.8953	0.1581	0.2267	-0.0693	-0.0852	-0.1346	-3.2273		
4	46.549	-0.073	-0.1352	-0.1657	-4.0636	5	4.6267	16	-15.1492	0.1615	0.3559	-0.0693	-0.1352	0.0039	-4.0636		
4	46.561	-0.0732	-0.1718	0.1255	-3.9191	5	4.6438	16	-8.7262	0.1669	0.4638	-0.5085	-0.1718	0.1564	-3.9191		
4	46.574	-0.0711	-0.1879	0.2697	-2.8855	5	4.6523	16	-5.4174	0.1727	0.4788	-0.0808	-0.1879	0.289	-2.8855		
4	46.588	-0.0661	-0.2009	0.4734	-1.2791	5	4.6695	16	-2.141	0.1795	0.5015	0.0061	-0.2009	0.399	-1.2791		
4	46.6	-0.0597	-0.2055	0.5887	-0.9015	5	4.6352	16	1.0705	0.184	0.2487	-0.641	-0.2055	0.5955	-0.9015		
4	46.612	-0.0526	-0.2042	0.7831	-0.4436	5	4.6609	16	7.5584	0.1834	-0.1087	-0.641	-0.2042	0.7849	-0.4436		
4	46.624	-0.0448	-0.2003	0.7131	-0.0491	5	4.6096	16	10.8347	0.1807	-0.2492	-0.641	-0.2003	0.707	-0.0491		
4	46.638	-0.0376	-0.197	0.5173	0.0918	5	4.6695	16	14.0787	0.1746	-0.5066	-0.641	-0.197	0.5106	0.0918		
4	46.65	-0.0342	-0.1833	0.3073	0.6536	5	4.6352	16	15.8953	0.1662	-0.7612	-0.641	-0.1833	0.2747	0.6536		
4	46.662	-0.0336	-0.1464	0.1133	2.013	5	4.6609	16	15.9277	0.1549	-0.9736	-0.641	-0.1464	0.0417	2.013		
4	46.674	-0.0351	-0.0912	-0.0022	3.6194	5	4.6523	-3.3951	15.7006	0.1423	-1.0663	-0.641	-0.0912	-0.04	3.6194		
4	46.685	-0.0353	-0.0294	0.0171	4.7997	5	4.6352	-16	12.554	0.1303	-1.1022	-0.363	-0.0294	-0.0453	4.7997		
4	46.697	-0.0351	0.0564	-0.0144	4.2924	5	4.6267	-16	9.3101	0.1161	-1.1835	-0.004	0.0564	0.0614	4.2924		
4	46.71	-0.0328	0.0755	0.0457	3.2042	5	4.6609	-16	6.0662	0.1026	-1.0997	0.6856	0.0755	0.1838	3.2042		
4	46.722	-0.0304	0.0876	0.0398	2.2888	5	4.6438	-16	-0.519	0.0911	-0.8272	-0.2834	0.0876	0.0349	2.2888		
4	46.736	-0.0321	0.0988	-0.1372	1.74	5	4.6352	-16	-3.6981	0.0835	-0.4519	-0.4165	0.0988	-0.1659	1.74		
4	46.748	-0.035	0.1064	-0.2839	0.7233	5	4.6267	-16	-6.942	0.0814	-0.1225	-0.4165	0.1064	-0.207	0.7233		
4	46.76	-0.0373	0.1009	-0.0303	0.133	5	4.6438	-16	-10.2184	0.0824	0.1465	-0.455	0.1009	-0.0012	0.133		
4	46.772	-0.0368	0.0915	0.2272	-0.3555	5	4.6096	-10.1993	-15.9277	0.0874	0.5007	-0.6651	0.0915	0.2558	-0.3555		
4	46.786	-0.0328	0.0673	0.4279	-1.2852	5	4.6096	7.1312	-14.987	0.0973	0.7486	-0.6651	0.0673	0.4433	-1.2852		
4	46.798	-0.027	-0.0215	0.2042	-3.56	5	4.6267	16	-11.8079	0.1072	0.8633	-0.3976	-0.0215	0.3673	-3.56		
4	46.811	-0.0224	-0.0573	0.2652	-3.5961	5	4.5925	16	-8.6289	0.1195	1.0584	-0.0574	-0.0573	0.291	-3.5961		
4	46.823	-0.0192	-0.0776	0.2734	-2.903	5	4.601	16	-2.141	0.1335	1.0535	-0.2515	-0.0776	0.2764	-2.903		
4	46.836	-0.0142	-0.0885	0.2653	-2.0636	5	4.5583	16	1.1354	0.1458	0.926	0.708	-0.0885	0.2766	-2.0636		
4	46.846	-0.0095	-0.0948	0.475	-1.4152	5	4.6181	16	4.3469	0.1534	0.8193	0.708	-0.0948	0.5068	-1.4152		
4	46.858	-0.0008	-0.0945	0.775	-0.3773	5	4.5754	16	7.6232	0.1599	0.4392	0.708	-0.0945	0.7349	-0.3773		
4	46.87	0.01	-0.0939	0.7269	-0.1645	5	4.601	16	10.8672	0.1618	0.1059	0.708	-0.0939	0.7217	-0.1645		
4	46.883	0.0187	-0.0906	0.3875	0.0512	5	4.5668	16	15.8953	0.1614	-0.0603	0.708	-0.0906	0.3779	0.0512		
4	46.895	0.0216	-0.0764	-0.0195	0.663	5	4.601	13.2854	15.9277	0.1579	-0.376	0.708	-0.0764	-0.0459	0.663		
4	46.905	0.0204	-0.0452	-0.2006	1.7724	5	4.5497	-4.9469	15.6358	0.153	-0.5467	0.5392	-0.0452	-0.2264	1.7724		
4	46.917	0.0171	0.0003	-0.2865	3.0415	5	4.5839	-16	12.4891	0.1464	-0.5446	0.6494	0.0003	-0.3106	3.0415		
4	46.996	0.0146	0.0473	-0.2304	3.8236	5	4.5497	-16	9.2776	0.1427	-0.5329	0.0066	0.0473	-0.2864	3.8236		
4	47.008	-0.0214	0.1591	-0.7175	-0.017	5	4.5668	-16	-15.9926	0.1718	0.6026	0.0066	0.1591	-0.6557	-0.017		
4	47.02	-0.0241	0.1373	-0.4168	-0.9855	5	4.5839	-16	-15.6682	0.1799	0.7178	-0.3532	0.1373	-0.2497	-0.9855		
4	47.032	-0.0225	0.097	-0.0668	-2.3697	5	4.5326	-14.2655	-15.9277	0.1914	1.0098	0.0987	0.097	0.0012	-2.3697		
4	47.046	-0.0209	0.0464	0.0556	-3.6145	5	4.5412	5.0113	-14.7599	0.2054	0.9605	-0.6979	0.0464	0.0937	-3.6145		
4	47.056	-0.019	-0.007	0.0745	-4.4082	5	4.5412	16	-11.5808	0.2142	0.8752	0.5504	-0.007	0.1255	-4.4082		
4	47.068	-0.0177	-0.0688	0.0649	-3.3118	5	4.5326	16	-8.3369	0.2255	0.985	0.618	-0.0688	-0.075	-3.3118		
4	47.078	-0.0187	-0.0794	-0.0218	-2.2794	5	4.5326	16	-5.0605	0.2358	1.0262	0.061	-0.0794	-0.1638	-2.2794		
4	47.091	-0.0203	-0.0885	0.0091	-1.6427	5	4.5497	16	-1.7517	0.2489	0.9951	-0.5749	-0.0885	0.0207	-1.6427		
4	47.103	-0.0201	-0.0964	0.2081	-1.2412	5	4.5241	16	4.7037	0.2583	0.6922	-0.5749	-0.0964	0.2385	-1.2412		
4	47.115	-0.0162	-0.0997	0.5334	-0.8324	5	4.5326	16	7.9476	0.2628	0.2703	-0.5749	-0.0997	0.5562	-0.8324		
4	47.125	-0.0119	-0.0991	0.4598	-0.4236	5	4.507	16	11.1591	0.2631	0.009	-0.5749	-0.0991	0.4623	-0.4236		
4	47.138	-0.0087	-0.0864	0.2351	0.3479	5	4.5497	16	14.4679	0.2606	-0.239	-0.5749	-0.0864	0.166	0.3479		
4	47.15	-0.0112	-0.0658	-0.1725	1.1052	5	4.5241	-3.1271	15.9602	0.2556	-0.4627	-0.5749	-0.0658	-0.3103	1.1052		
4	47.162	-0.0171	-0.0315	-0.4131	2.1633	5	4.507	-16	10.8672	0.2503	-0.3845	-0.5749	-0.0315	-0.4633	2.1633		
4	47.174	-0.0236	0.0048	-0.4593	2.8579	5	4.4813	-16	7.6557	0.2466	-0.305	0.3659	0.0048	-0.4877	2.8579		
4	47.188	-0.0298	0.0576	-0.3882	2.6515	5	4.5326	-16	4.4117	0.2416	-0.4075	-0.7149	0.0576	-0.3644	2.6515		
4	47.198	-0.0336	0.0758	-0.3369	2.2721	5	4.4899	-16	1.1678	0.2371	-0.5153	-0.4814	0.0758	-0.2964	2.2721		
4	47.21	-0.0372	0.0894	-0.3043	1.8627	5	4.4984	-16	-2.1086	0.2299	-0.5617	-0.0527	0.0894	-0.2668	1.8627		
4	47.222	-0.0402	0.1003	-0.3287	1.5118	5	4.4899	-16	-5.3525	0.2237	-0.5226	0.5532	0.1003	-0.346	1.5118		
4	47.233	-0.044	0.1067	-0.4874	1.1094	5	4.4813	-16	-11.8079	0.2194	-0.3518	0.5532	0.1067	-0.5178	1.1094		
4	47.245	-0.052	0.1064	-0.7579	0.5921	5	4.4471	-16	-15.0843	0.2181	-0.0336	-0.041	0.1064	-0.7911	0.5921		
4	47.257	-0.0613	0.1039	-0.7239	0.2091	5	4.4728	-16	-15.9926	0.22	0.1719	-0.041	0.1039	-0.7336	0.2091		
4	47.269	-0.0681	0.1012	-0.4204	-0.0448	5	4.4642	-16	-15.9926	0.2219	0.1807	-0.041	0.1012	-0.3914	-0.0448		
4	47.282	-0.0714	0.0912	-0.1457	-0.4655	5	4.4813	-16	-15.8953	0.2265	0.4353	-0.337	0.0912	-0.1251	-0.4655		
4	47.292	-0.0722	0.0555	-0.1144	-1.8473	5	4.4728	-16	-15.8953	0.2322	0.5745	-0.337	0.0555	-0.0617	-1.8473		
4	47.304	-0.0724	-0.0073	-0.1025	-3.8636	5	4.4899	-1.1301	-15.9277	0.2392	0.6108	-0.3372	-0.0073	-0.0654	-3.8636		
4	47.316	-0.0718	-0.0779	-0.1197	-5.3573	5	4.4728	15.7907	-14.7923	0.2487	0.868	0.4681	-0.0779	-0.0658	-5.3573		
4	47.33	-0.0732	-0.1718	0.0317	-4.7442	5	4.4813	16	-8.3045	0.2633	1.0543	-0.2539	-0.1718	-0.0389	-4.7442		
4	47.342	-0.0732	-0.2039	0.0085	-4.037	5	4.4471	16	-5.0281	0.275	0.9424	0.0347	-0.2039	0.0099	-4.037		
4	47.354	-0.0693	-0.2355	0.4082	-3.6221	5	4.4813	16	-1.7842	0.2845	0.7148	0.0347	-0.2355	0.4491	-3.6221		
4	47.364	-0.0639	-0.263	0.6266	-3.2312	5	4.4899	16	1.4598	0.2877	0.3148	0.0347	-0.263	0.663	-3.2312		
4	47.377	-0.0554	-0.2812	0.5524	-2.6064	5	4.4813	16	7.9152	0.2887	0.0667	0.0347	-0.2812	0.5646	-2.6064		
4	47.389	-0.053	-0.2758	0.1996	-0.4645	5	4.4813	16	11.1916	0.2887	-0.0456	0.0347	-0.2758	0.0057	-0.4645		
4	47.401	-0.056	-0.2633	-0.4191	0.3221	5	4.4899	13.3805	14.4355	0.2859	-0.2984	0.1244	-0.2633	-0.4741	0.3221		
4	47.413	-0.062	-0.2464	-0.4965	0.9548	5	4.4728	2.9615	15.9602	0.2809	-0.4289	0.1244	-0.2464	-0.5281	0.9548		
4	47.427	-0.0685	-0.2297	-0.3589	1.2924	5	4.4642	4.127	9.6345	0.275	-0.4377	-0.1374	-0.2297	-0.3604	1.2924		
4	47.439	-0.0711	-0.2255	-0.2109	0.4512	5	4.4557	13.2541	6.2932	0.2665	-0.8026	-0.1374	-0.2255	-0.1175	0.4512		
4	47.452	-0.0714	-0.2206	0.0343	0.4445	5	4.4642	16	8.3045	0.2533	-1.1435	-0.0742	-0.2206	0.0329	0.4445		
4	47.464	-0.0701	-0.1897	0.1622	1.6027	5	4.4642	16	11.4511	0.238	-1.1676	0.5603	-0.1897	0.1494	1.6027		
4	47.475	-0.0691	-0.1218	0.2723	3.9433	5	4.4557	5.925	14.7275	0.2264	-1.1778	0.3241	-0.1218	0.2407	3.9433		
4	47.487	-0.0679	-0.0264	0.2411	6.5115	5	4.4471	-16	12.9433	0.2107	-1.2391	-0.1029	-0.0264	0.1705	6.5115		
4	47.567	-0.0679	0.0645	0.1801	7.7473	5	4.4728	-16	12.9433	0.1996	-1.2041	-0.1029	0.0645	0.1016	7.7473		
4	47.579	-0.0331	0.0473	0.3192	-1.6039	5	4.4129	8.4088	-15.1167	0.196	0.2464	-0.6227	0.0473	0.465	-1.6039		
4	47.59	-0.0252	0.0061	0.1849	-2.7691	5	4.4129	14.6699	-11.9377	0.2004	0.409	-0.0349	0.0061	0.3793	-2.7691		
4	47.602	-0.0196	-0.03	0.2282	-3.18	5	4.3958	16	-8.8235	0.2074	0.628	-0.2111	-0.03	0.2581	-3.18		
4	47.612	-0.0186	-0.0433	0.1834	-2.3776	5	4.4214	16	-5.5796	0.2139	0.729	0.0569	-0.0433	0.1684	-2.3776		
4	47.624	-0.0186	-0.0412	0.0265	-1.1903	5	4.4214	9.5849	-2.2059	0.2247	0.8759	0.0585	-0.0412	0.0194	-1.1903		
4	47.635	-0.0189	-0.0388	-0.0482	-0.5248	5	4.3958	2.7419	1.0381	0.2346	0.8895	1.3905	-0.0388	-0.0273	-0.5248		
4	47.647	-0.0164	-0.0394	0.0683	-0.2903	5	4.3958	8.1356	2.3356	0.2441	0.7488	1.3905	-0.0394	0.0906	-0.2903		
4	47.659	-0.0101	-0.0682	0.1759	-1.2155	5	4.4043	16	4.282	0.2519	0.597	1.3905	-0.0682	0.2989	-1.2155		
4	47.671	-0.0018	-0.0882	0.4722	-1.5988	5	4.3958	16	7.3962	0.2556	0.2005	1.3905	-0.0882	0.5156	-1.5988		
4	47.684	0.0061	-0.0882	0.3053	-0.9045	5	4.3958	16	10.6077	0.2556	-0.0221	1.3905	-0.0882	0.3009	-0.9045		
4	47.694	0.0095	-0.063	0.1286	0.6318	5	4.4129	15.9748	13.7543	0.2549	-0.0896	1.3905	-0.063	0.0639	0.6318		
4	47.706	0.0097	-0.0176	-0.3055	2.4224	5	4.4214	-16	15.8953	0.2514	-0.3407	1.3905	-0.0176	-0.3527	2.4224		
4	47.718	0.0051	0.0748	-0.4659	3.8973	5	4.4214	-16	11.224	0.2471	-0.336	0.4573	0.0748	-0.5353	3.8973		
4	47.729	0.0003	0.0961	-0.6595	3.1133	5	4.4043	-16	7.9801	0.2438	-0.3185	0.1402	0.0961	-0.5622	3.1133		
4	47.741	-0.0069	0.1076	-0.4334	2.2058	5	4.4129	-16	4.6713	0.2398	-0.3121	-0.7819	0.1076	-0.408	2.2058		
4	47.753	-0.0118	0.1188	-0.2613	1.7018	5	4.4214	-16	1.3949	0.2356	-0.3676	-0.6373	0.1188	-0.2584	1.7018		
4	47.765	-0.0151	0.1318	-0.1966	1.5091	5	4.4214	-16	-1.8166	0.2317	-0.2953	-0.3468	0.1318	-0.2044	1.5091		
4	47.779	-0.02	0.1548	-0.5519	1.2361	5	4.4129	-16	-8.272	0.2297	-0.108	0.0694	0.1548	-0.5753	1.2361		
4	47.791	-0.0293	0.157	-0.8452	0.7794	5	4.4214	-16	-11.5484	0.2305	0.16	-0.2998	0.157	-0.8735	0.7794		
4	47.803	-0.0414	0.1545	-0.9802	0.3136	5	4.43	-16	-14.7923	0.2354	0.4664	-0.2998	0.1545	-0.9755	0.3136		
4	47.813	-0.0509	0.1491	-0.8334	-0.0703	5	4.4129	-16	-15.8953	0.2413	0.6083	-0.2998	0.1491	-0.8164	-0.0703		
4	47.826	-0.0585	0.1258	-0.3366	-1.0685	5	4.4471	-16	-15.7655	0.2499	0.6878	-0.2998	0.1258	-0.2933	-1.0685		
4	47.838	-0.0589	0.0252	-0.1838	-3.9827	5	4.4043	-7.886	-15.9926	0.2595	0.8285	-0.0966	0.0252	0.0733	-3.9827		
4	47.85	-0.058	-0.0273	-0.0253	-4.5933	5	4.4043	11.2558	-14.3382	0.2698	0.8576	-0.2936	-0.0273	0.1015	-4.5933		
4	47.86	-0.0582	-0.0627	-0.0028	-4.1482	5	4.4129	16	-11.1591	0.278	0.8148	-0.1388	-0.0627	-0.0429	-4.1482		
4	47.873	-0.0601	-0.0782	-0.3221	-2.9794	5	4.4129	-1.7484	-7.8828	0.2882	0.7859	0.4523	-0.0782	-0.3588	-2.9794		
4	47.883	-0.064	-0.0842	-0.4428	-1.8824	5	4.4043	-11.8899	-4.5739	0.2964	0.8343	0.3997	-0.0842	-0.4725	-1.8824		
4	47.895	-0.0688	-0.0921	-0.3475	-1.3539	5	4.4043	-8.8366	-4.0549	0.3067	0.8372	0.2458	-0.0921	-0.3259	-1.3539		
4	47.907	-0.0704	-0.1136	-0.0143	-1.6918	5	4.3872	12.2054	-8.2396	0.3143	0.5322	0.2458	-0.1136	0.0184	-1.6918		
4	47.92	-0.0657	-0.2239	0.0317	-4.5555	5	4.3787	16	-5.093	0.3147	-0.0662	0.2458	-0.2239	0.3041	-4.5555		
4	47.93	-0.0624	-0.2739	0.2076	-4.8082	5	4.4129	16	-2.0437	0.3134	-0.1277	0.1966	-0.2739	0.2857	-4.8082		
4	47.942	-0.0619	-0.283	-0.1189	-3.0861	5	4.4129	16	1.2651	0.3112	-0.2105	0.1966	-0.283	-0.1849	-3.0861		
4	47.954	-0.0674	-0.2576	-0.4747	-0.5315	5	4.4214	9.6294	4.5415	0.3056	-0.5312	0.4422	-0.2576	-0.585	-0.5315		
4	47.965	-0.0749	-0.2115	-0.721	1.8245	5	4.3958	-16	7.8179	0.3005	-0.4245	0.425	-0.2115	-0.77	1.8245		
4	47.977	-0.0853	-0.1518	-0.8649	3.7333	5	4.4129	-16	8.6937	0.2967	-0.3096	0.425	-0.1518	-0.9274	3.7333		
4	47.989	-0.0942	-0.1082	-1.035	2.2485	5	4.3872	-16	2.3681	0.2925	-0.3737	0.425	-0.1082	-0.7591	2.2485		
4	48.001	-0.0992	-0.1476	-0.8483	-0.5742	5	4.3958	-16	-0.9732	0.2858	-0.626	0.425	-0.1476	-0.3984	-0.5742		
4	48.014	-0.1016	-0.2	-0.1524	-2.7194	5	4.3958	16	-4.282	0.2762	-0.7136	-0.0352	-0.2	-0.1073	-2.7194		
4	48.024	-0.1012	-0.2473	0.0304	-3.6845	5	4.4214	16	-5.1579	0.2692	-0.7019	-0.0352	-0.2473	0.111	-3.6845		
4	48.036	-0.0995	-0.2606	0.1701	-2.6885	5	4.4043	16	-2.0112	0.2589	-0.8844	-0.1747	-0.2606	0.1799	-2.6885		
4	48.048	-0.1004	-0.2324	-0.1131	-0.207	5	4.4214	16	4.6064	0.2492	-0.7652	-0.1747	-0.2324	-0.1436	-0.207		
4	48.059	-0.104	-0.1006	0.2553	4.7873	5	4.3958	-8.4705	7.8828	0.243	-0.5422	0.3119	-0.1006	-0.1563	4.7873		
4	48.139	-0.1057	-0.1006	-0.1108	4.7873	5	4.4129	-16	7.5259	0.2383	-0.54	-0.1522	-0.1006	-0.1508	4.7873		
4	48.151	-0.1286	-0.2245	0.0234	-1.5379	5	4.43	16	-15.9277	0.2175	-0.1067	-0.1522	-0.2245	-0.1269	-1.5379		
4	48.163	-0.1298	-0.2412	-0.0055	-1.5685	5	4.43	16	-12.846	0.2171	-0.0228	-0.1522	-0.2412	-0.0021	-1.5685		
4	48.176	-0.1269	-0.2697	0.2967	-2.1518	5	4.43	16	-9.5372	0.2176	0.0296	-0.1522	-0.2697	0.3245	-2.1518		
4	48.186	-0.123	-0.3027	0.4505	-2.6773	5	4.4471	16	-6.3257	0.2175	-0.0071	-0.7972	-0.3027	0.4806	-2.6773		
4	48.198	-0.1164	-0.3321	0.6839	-2.8191	5	4.4471	16	0.0973	0.2162	-0.1531	-0.0794	-0.3321	0.7283	-2.8191		
4	48.21	-0.1067	-0.3552	0.9662	-1.4991	5	4.4129	16	3.3413	0.2129	-0.2847	0.4445	-0.3552	0.8406	-1.4991		
4	48.221	-0.0962	-0.3418	1.0911	-0.2164	5	4.4471	16	6.4879	0.2097	-0.3048	0.4176	-0.3418	0.9015	-0.2164		
4	48.233	-0.0845	-0.3127	0.7705	1.2042	5	4.43	16	9.8616	0.2044	-0.4839	0.4395	-0.3127	0.6935	1.2042		
4	48.245	-0.0762	-0.2767	0.2989	2.3218	5	4.4471	16	13.1704	0.1986	-0.4653	0.8105	-0.2767	0.2272	2.3218		
4	48.255	-0.074	-0.2448	0.0254	2.7252	5	4.4385	16	16.0575	0.1936	-0.5119	0.456	-0.2448	-0.03	2.7252		
4	48.268	-0.0746	-0.2267	-0.0106	2.3452	5	4.4557	15.0805	15.1167	0.1847	-0.7287	-0.1235	-0.2267	-0.0245	2.3452		
4	48.28	-0.0744	-0.23	0.1096	0.5273	5	4.43	16	14.695	0.174	-0.9322	-0.1235	-0.23	0.2425	0.5273		
4	48.292	-0.0698	-0.2085	0.5475	1.2191	5	4.4557	16	15.8628	0.1611	-1.1114	-0.1235	-0.2085	0.5406	1.2191		
4	48.302	-0.0625	-0.1558	0.7498	3.0388	5	4.4899	16	15.798	0.1491	-1.2159	-0.1235	-0.1558	0.6786	3.0388		
